CODIGO;FECHAPEDIDO;NUMERO;REFERENCIA;CANTIDADCOMPRA;UNIDADESCONSUMOCONTENIDAS;PRECIO;IMPORTELINEA;TIPOCOMPRA;ORIGEN;TGL;PRODUCTO
E78950;01/02/22;123149/22;TR101;12;12;77.88;77.88;Compra menor;0-12-146;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
B40558;01/02/23;124328/23;400505;10;1;13.189;131.89;Compra menor;0-18-71;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691;01/02/23;124544/23;400403;220;10;134.431;2957.482;Compra menor;0-10-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64543;01/02/23;120359/23;403770;15;5;12.1;36.3;Compra menor;0-14-50;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
F43580;01/02/23;125147/23;M8275051/5;20;5;412.5;1650;Compra menor;0-11-151;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F50071;01/02/23;125134/23;421554;10;5;114.95;229.9;Compra menor;0-11-136;TRANSITO;APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64544;01/02/23;124697/23;420621;350;10;42.349958;1482.24853;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64932;01/02/23;125481/23;7311;540;10;7.7055;416.097;Concurso;0-10-1;ALMACENABLE;HIDROGEL-37
E64983;01/02/23;125246/23;157027.7;330;10;15.345;506.385;Compra menor;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65056;01/02/23;124530/23;33533;273;3;0.989571;90.050961;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65509;01/02/23;125354/23;161445.2;70;10;53.68;375.76;Compra menor;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E65894;01/02/23;125246/23;157028.4;200;10;34.98;699.6;Compra menor;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E66071;01/02/23;124697/23;420680;670;10;18.59;1245.53;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E66071;01/02/23;124705/23;420680;1000;10;18.59;1859;Compra menor;0-13-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E85758;01/02/23;125704/23;33436;480;240;654.72372;1309.44744;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99808;01/02/23;120356/23;178567.1;30;10;62.59;187.77;Compra menor;0-14-50;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;01/02/23;125324/23;178567.1;20;10;62.59;125.18;Compra menor;0-12-80;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;01/02/23;124282/23;178567.1;100;10;62.59;625.9;Compra menor;0-15-16;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F43325;01/02/23;125146/23;409761;20;10;733.21;1466.42;Compra menor;0-11-113;TRANSITO;APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
F44200;01/02/23;125134/23;421551;2;1;111.1022;222.2044;Compra menor;0-11-136;TRANSITO;BOMBA DE UN SOLO USO / TERAPIA PRESIàN NEGATIVA-40
E64663;01/03/16;146560/16;413568;250;5;29.15;1457.5;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64765;01/03/16;146680/16;1385;600;300;61.722222;123.444444;Compra menor;0-0-2;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-23
E64940;01/03/16;146940/16;291010;140;70;493.416;986.832;Compra menor;0-10-1;ALMACENABLE;APOSITO MALLADO C/ SILICONA-0
E65056;01/03/16;146553/16;3533;900;3;1.8513;555.39;Compra menor;0-0-2;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E64663;01/03/17;161877/17;413568;350;5;26.950275;1886.51925;Concurso;0-13-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64761;01/03/17;162355/17;265868.4;50;5;13.497;134.97;Compra menor;0-0-13;TRANSITO;APOSITO DE HIDROCOLOIDE C/ PLATA-2
E73753;01/03/17;162035/17;MAP190;220;10;61.40211;1350.84642;Concurso;0-18-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-4
E64761;01/03/18;176774/18;265868.4;50;5;13.497;134.97;Compra menor;0-0-51;TRANSITO;APOSITO DE HIDROCOLOIDE C/ PLATA-2
E64932;01/03/18;176389/18;39001;300;5;5.24537;314.7222;Compra menor;0-13-1;ALMACENABLE;HIDROGEL-37
E64911;01/03/18;176455/18;20701;600;300;792;1584;Compra menor;0-13-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E65159;01/03/18;176634/18;281 421;1000;1000;10.461204;10.461204;Compra menor;0-0-2;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E65159;01/03/18;176635/18;281 421;2000;1000;10.461204;20.922408;Compra menor;0-13-1;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E66071;01/03/18;176448/18;420680;240;10;20.9;501.6;Compra menor;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E64544;01/03/19;188447/19;420621;150;10;42.9;643.5;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663;01/03/19;188445/19;413568;100;100;539.0055;539.0055;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65509;01/03/19;188655/19;161445.2;300;10;53.888999;1616.66997;Concurso;0-10-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E66071;01/03/19;188447/19;420680;160;10;20.9;334.4;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E65485;01/03/22;226928/22;33115;30;5;5.6529;33.9174;Concurso;0-4-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
E64544;01/03/22;226947/22;420621;360;10;42.349958;1524.598488;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64946;01/03/22;226926/22;34100;150;10;13.959;209.385;Concurso;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO-8
E65007;01/03/22;227036/22;20415;50;50;215.325;215.325;Compra menor;0-10-1;ALMACENABLE;APOSITO DE ESPUMA POLIURETANO / SACRO-11
E99807;01/03/22;227320/22;178565.7;50;10;47.19;235.95;Concurso;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64543;01/03/23;250372/23;403770;15;5;12.1;36.3;Compra menor;0-14-23;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64663;01/03/23;250363/23;413568;170;5;26.399925;897.59745;Compra menor;0-18-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485;01/03/23;250258/23;33115;210;5;5.6529;237.4218;Concurso;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
F43580;01/03/23;251129/23;409729;25;5;437.02;2185.1;Compra menor;0-18-108;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43581;01/03/23;251129/23;409726;15;5;461.31;1383.93;Compra menor;0-18-108;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36
F43585;01/03/23;250990/23;M8275098/5;5;5;510.4;510.4;Compra menor;0-11-112;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
E64544;01/03/23;250360/23;420621;400;10;42.349958;1693.99832;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64911;01/03/23;250381/23;20701;300;300;766.128;766.128;Concurso;0-10-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64983;01/03/23;250627/23;157027.7;270;10;15.345;414.315;Compra menor;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;01/03/23;250631/23;157027.7;300;10;15.345;460.35;Compra menor;0-18-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65159;01/03/23;250632/23;281 421;5000;1000;14.1;70.5;Compra menor;0-18-1;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E65894;01/03/23;250627/23;157028.4;250;10;34.98;874.5;Compra menor;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E65894;01/03/23;250631/23;157028.4;200;10;34.98;699.6;Compra menor;0-18-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E85758;01/03/23;250258/23;33436;450;10;27.280155;1227.606975;Concurso;0-10-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E85758;01/03/23;250273/23;33436;40;10;27.280155;109.12062;Concurso;0-18-1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
E99808;01/03/23;251275/23;178567.1;10;10;62.59;62.59;Compra menor;0-11-113;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
E99808;01/03/23;250374/23;178567.1;30;10;62.59;187.77;Compra menor;0-14-23;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F42922;01/03/23;251129/23;409721;9;3;1633.22;4899.66;Compra menor;0-18-108;TRANSITO;EQ. DE PRESIàN NEGATIVA ABDOMINAL-29
E65485;01/04/15;286977/15;31150;320;5;8.250039;528.002496;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
E65159;01/04/15;287119/15;281 421;2000;1000;10.461204;20.922408;Compra menor;0-10-1;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E64663;01/04/16;295389/16;413568;200;5;29.15;1166;Compra menor;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64663;01/04/16;295397/16;413568;205;5;29.15;1195.15;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64932;01/04/16;295144/16;39001;60;5;5.24537;62.94444;Compra menor;0-0-2;ALMACENABLE;HIDROGEL-37
E64911;01/04/16;295904/16;20701;300;300;792;792;Compra menor;0-0-2;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64911;01/04/16;295917/16;20701;600;300;792;1584;Compra menor;0-6-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64940;01/04/16;298966/16;291010;70;70;493.416;493.416;Compra menor;0-0-2;ALMACENABLE;APOSITO MALLADO C/ SILICONA-0
E65159;01/04/16;297916/16;281 421;2000;1000;10.461204;20.922408;Compra menor;0-10-1;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E67462;01/04/19;289604/19;155486.4;10;5;32.78;65.56;Compra menor;0-12-123;;APOSITO DE HIDROCOLOIDE C/ PLATA-5
E64751;01/04/19;289804/19;1624W;2000;400;44;220;Compra menor;0-10-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E65201;01/04/19;290196/19;3760;100;10;14;140;Compra menor;0-10-1;ALMACENABLE;APOSITO DE ALGINATO C/ PLATA-6
E73753;01/04/19;290907/19;MAP190;170;10;61.40211;1043.83587;Concurso;0-18-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-4
E99807;01/04/19;290909/19;178565.7;70;10;47.3;331.1;Compra menor;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64932;01/04/20;347252/20;39001;265;5;5.24537;278.00461;Compra menor;0-10-1;ALMACENABLE;HIDROGEL-37
F50071;01/04/20;348052/20;421554;5;5;114.95;114.95;Compra menor;0-11-168;TRANSITO;APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64663;01/04/20;347279/20;413568;800;100;539.0055;4312.044;Concurso;0-13-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
F46846;01/04/20;348053/20;66802003;5;1;154;770;Compra menor;0-11-168;TRANSITO;BOMBA DE UN SOLO USO / TERAPIA PRESIàN NEGATIVA C/ APOSITO-27
B40558;01/04/22;389579/22;400505;10;1;11.22;112.2;Compra menor;0-10-163;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691;01/04/22;393105/22;400403;110;10;107.25;1179.75;Compra menor;0-10-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64544;01/04/22;393757/22;420621;120;10;42.349958;508.199496;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E65509;01/04/22;393755/22;161445.2;100;10;53.68;536.8;Concurso;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E85758;01/04/22;393758/22;33436;100;10;27.280155;272.80155;Concurso;0-0-2;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
B41691;01/06/15;442124/15;400403;30;10;102.803729;308.411187;Compra menor;0-6-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
B41691;01/06/15;442130/15;400403;30;10;102.803729;308.411187;Compra menor;0-4-1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663;01/06/15;442156/15;413568;200;5;29.15;1166;Compra menor;0-6-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64764;01/06/15;442202/15;37147;5120;640;68.288;546.304;Compra menor;0-18-1;ALMACENABLE;APàSITO ABSORBENTE C/ ADHESIVO-22
E64911;01/06/15;442178/15;20701;600;300;792;1584;Concurso;0-13-1;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64983;01/06/15;442238/15;157027.7;350;10;17.27;604.45;Compra menor;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65159;01/06/15;442230/15;281 421;2000;1000;10.461204;20.922408;Compra menor;0-10-1;ALMACENABLE;APOSITO PARA PEQUE¥AS HERIDAS REDONDO-19
E64543;01/06/16;558445/16;403770;10;5;12.1;24.2;Compra menor;0-4-129;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64663;01/06/16;559223/16;413568;70;5;29.15;408.1;Compra menor;0-18-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485;01/06/16;559220/16;31150;400;5;8.250039;660.00312;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-3
E65486;01/06/16;559220/16;31100;800;10;6.677003;534.16024;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-6
E65894;01/06/16;559420/16;157028.4;220;10;35.2;774.4;Compra menor;0-6-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E64663;01/06/17;412026/17;413568;200;100;539.0055;1078.011;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64911;01/06/17;412043/17;20701;300;300;792;792;Concurso;0-0-2;ALMACENABLE;APOSITO C/ CARBON Y PLATA-6
E64983;01/06/17;412748/17;157027.7;250;10;17.259;431.475;Concurso;0-18-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65894;01/06/17;412748/17;157028.4;200;10;35.189001;703.78002;Concurso;0-18-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E66071;01/06/17;412023/17;420680;200;10;20.9;418;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E64543;01/06/18;500871/18;403770;50;5;12.1;121;Compra menor;0-18-173;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
E64751;01/06/18;500581/18;1624W;2000;400;44;220;Compra menor;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E66071;01/06/18;500613/18;420680;200;10;20.9;418;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99808;01/06/18;499753/18;178567.1;20;10;62.7;125.4;Compra menor;0-6-76;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B40558;01/06/20;573270/20;400505;4;1;9.9;39.6;Compra menor;0-15-15;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558;01/06/20;574054/20;400505;8;1;9.9;79.2;Compra menor;0-17-162;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
F43580;01/06/20;574119/20;409729;10;5;324.148;648.296;Compra menor;1-2-59;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E64898;01/06/20;573850/20;0037447;700;350;577.5;1155;Concurso;0-11-118;TRANSITO;APàSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E66071;01/06/20;573085/20;420680;160;10;20.9;334.4;Compra menor;0-10-1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E78950;01/06/20;571951/20;TR101;12;12;77.88;77.88;Compra menor;0-12-154;TRANSITO;ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64751;01/06/21;545211/21;4628;1600;100;9.900001;158.400016;Concurso;0-18-1;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E64751;01/06/21;545213/21;4628;2000;2000;198.000012;198.000012;Concurso;0-0-2;ALMACENABLE;APàSITO TRANSPARENTE ADHESIVO-24
E65509;01/06/21;539633/21;161445.2;80;80;429.44;429.44;Concurso;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO-3
E70130;01/06/21;539142/21;187662;100;50;119.9;239.8;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROCOLOIDE-7
E99807;01/06/21;539641/21;178565.7;60;10;47.19;283.14;Concurso;0-18-1;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64543;01/06/22;663580/22;403770;15;5;12.1;36.3;Compra menor;0-14-50;TRANSITO;APOSITO DE HIDROFIBRA  / CINTA-18
F43580;01/06/22;660707/22;M8275051/5;5;5;412.5;412.5;Compra menor;0-10-155;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43580;01/06/22;662037/22;M8275051/5;5;5;412.5;412.5;Compra menor;0-4-111;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43585;01/06/22;660707/22;M8275098/5;5;5;510.4;510.4;Compra menor;0-10-155;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
F50071;01/06/22;660706/22;421554;5;5;114.95;114.95;Compra menor;0-10-155;TRANSITO;APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64983;01/06/22;662444/22;157027.7;240;10;15.345;368.28;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E64983;01/06/22;661340/22;157027.7;500;10;15.345;767.25;Concurso;0-13-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65056;01/06/22;663385/22;33533;1008;3;0.989571;332.495856;Concurso;0-0-2;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65894;01/06/22;661344/22;157028.4;230;10;34.98;804.54;Concurso;0-10-1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-39
E99807;01/06/22;663386/22;178565.7;100;10;47.19;471.9;Concurso;0-0-2;ALMACENABLE;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808;01/06/22;663576/22;178567.1;30;10;62.595;187.785;Concurso;0-14-50;TRANSITO;APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F43585;01/06/22;663495/22;M8275096/10;10;10;1126.4;1126.4;Compra menor;0-7-11;TRANSITO;EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
F44200;01/06/22;660706/22;421551;2;1;111.1022;222.2044;Compra menor;0-10-155;TRANSITO;BOMBA DE UN SOLO USO / TERAPIA PRESIàN NEGATIVA-40
B40558;01/06/23;680820/23;400505;4;1;9.88899;39.55596;Concurso;0-9-74;TRANSITO;GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691;01/06/23;683852/23;400403;270;10;107.03;2889.81;Concurso;0-8--1;ALMACENABLE;SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64488;01/06/23;684649/23;284300;360;30;198.002475;2376.0297;Concurso;0-8--1;ALMACENABLE;APàSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
F50071;01/06/23;683647/23;421554;5;5;114.95;114.95;Compra menor;0-11-112;TRANSITO;APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64544;01/06/23;684351/23;420621;380;10;42.349958;1609.298404;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663;01/06/23;684351/23;413568;400;100;527.9985;2111.994;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64983;01/06/23;684626/23;157027.7;270;10;15.345;414.315;Compra menor;0-8--1;ALMACENABLE;APOSITO MALLADO C/ PARAFINA-38
E65056;01/06/23;684258/23;33533;453;3;0.989571;149.425221;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-9
E65486;01/06/23;684258/23;33110;380;10;4.6178;175.4764;Compra menor;0-8--1;ALMACENABLE;APOSITO DE HIDROCOLOIDE-6
