CODIGO,FECHAPEDIDO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,ORIGEN,TGL,PRODUCTO
E66071,2021-01-02,112621/21,420680,150,10,18.59,278.85,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E67462,2021-01-02,112749/21,152026.5,10,10,65.56,65.56,Compra menor,0-12-146,,APOSITO DE HIDROCOLOIDE C/ PLATA-5
E69682,2021-01-02,113416/21,166680.2,90,10,131.89,1187.01,Concurso,0-10-1,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1
E78950,2021-01-02,111465/21,TR101,24,12,77.88,155.76,Compra menor,0-12-101,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E99807,2021-01-02,113419/21,178565.7,100,10,47.19,471.9,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E78950,2022-01-02,123149/22,TR101,12,12,77.88,77.88,Compra menor,0-12-146,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64663,2016-01-03,146560/16,413568,250,5,29.15,1457.5,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64765,2016-01-03,146680/16,1385,600,300,61.722222,123.444444,Compra menor,0-0-2,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23
E64940,2016-01-03,146940/16,291010,140,70,493.416,986.832,Compra menor,0-10-1,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0
E65056,2016-01-03,146553/16,3533,900,3,1.8513,555.39,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E64663,2017-01-03,161877/17,413568,350,5,26.950275,1886.51925,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64761,2017-01-03,162355/17,265868.4,50,5,13.497,134.97,Compra menor,0-0-13,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2
E73753,2017-01-03,162035/17,MAP190,220,10,61.40211,1350.84642,Concurso,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
E64761,2018-01-03,176774/18,265868.4,50,5,13.497,134.97,Compra menor,0-0-51,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2
E64932,2018-01-03,176389/18,39001,300,5,5.24537,314.7222,Compra menor,0-13-1,ALMACENABLE,HIDROGEL-37
E64911,2018-01-03,176455/18,20701,600,300,792.0,1584.0,Compra menor,0-13-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E65159,2018-01-03,176634/18,281 421,1000,1000,10.461204,10.461204,Compra menor,0-0-2,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E65159,2018-01-03,176635/18,281 421,2000,1000,10.461204,20.922408,Compra menor,0-13-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E66071,2018-01-03,176448/18,420680,240,10,20.9,501.6,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E64544,2019-01-03,188447/19,420621,150,10,42.9,643.5,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663,2019-01-03,188445/19,413568,100,100,539.0055,539.0055,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65509,2019-01-03,188655/19,161445.2,300,10,53.888999,1616.66997,Concurso,0-10-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E66071,2019-01-03,188447/19,420680,160,10,20.9,334.4,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E65485,2022-01-03,226928/22,33115,30,5,5.6529,33.9174,Concurso,0-4-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E64544,2022-01-03,226947/22,420621,360,10,42.349958,1524.598488,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64946,2022-01-03,226926/22,34100,150,10,13.959,209.385,Concurso,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65007,2022-01-03,227036/22,20415,50,50,215.325,215.325,Compra menor,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11
E99807,2022-01-03,227320/22,178565.7,50,10,47.19,235.95,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E65485,2015-01-04,286977/15,31150,320,5,8.250039,528.002496,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E65159,2015-01-04,287119/15,281 421,2000,1000,10.461204,20.922408,Compra menor,0-10-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E64663,2016-01-04,295389/16,413568,200,5,29.15,1166.0,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64663,2016-01-04,295397/16,413568,205,5,29.15,1195.15,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64932,2016-01-04,295144/16,39001,60,5,5.24537,62.94444,Compra menor,0-0-2,ALMACENABLE,HIDROGEL-37
E64911,2016-01-04,295904/16,20701,300,300,792.0,792.0,Compra menor,0-0-2,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64911,2016-01-04,295917/16,20701,600,300,792.0,1584.0,Compra menor,0-6-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64940,2016-01-04,298966/16,291010,70,70,493.416,493.416,Compra menor,0-0-2,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0
E65159,2016-01-04,297916/16,281 421,2000,1000,10.461204,20.922408,Compra menor,0-10-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E67462,2019-01-04,289604/19,155486.4,10,5,32.78,65.56,Compra menor,0-12-123,,APOSITO DE HIDROCOLOIDE C/ PLATA-5
E64751,2019-01-04,289804/19,1624W,2000,400,44.0,220.0,Compra menor,0-10-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E65201,2019-01-04,290196/19,3760,100,10,14.0,140.0,Compra menor,0-10-1,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6
E73753,2019-01-04,290907/19,MAP190,170,10,61.40211,1043.83587,Concurso,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
E99807,2019-01-04,290909/19,178565.7,70,10,47.3,331.1,Compra menor,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64932,2020-01-04,347252/20,39001,265,5,5.24537,278.00461,Compra menor,0-10-1,ALMACENABLE,HIDROGEL-37
F50071,2020-01-04,348052/20,421554,5,5,114.95,114.95,Compra menor,0-11-168,TRANSITO,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64663,2020-01-04,347279/20,413568,800,100,539.0055,4312.044,Concurso,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
F46846,2020-01-04,348053/20,66802003,5,1,154.0,770.0,Compra menor,0-11-168,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27
B40558,2022-01-04,389579/22,400505,10,1,11.22,112.2,Compra menor,0-10-163,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B41691,2022-01-04,393105/22,400403,110,10,107.25,1179.75,Compra menor,0-10-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64544,2022-01-04,393757/22,420621,120,10,42.349958,508.199496,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E65509,2022-01-04,393755/22,161445.2,100,10,53.68,536.8,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E85758,2022-01-04,393758/22,33436,100,10,27.280155,272.80155,Concurso,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14
B41691,2015-01-06,442124/15,400403,30,10,102.803729,308.411187,Compra menor,0-6-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
B41691,2015-01-06,442130/15,400403,30,10,102.803729,308.411187,Compra menor,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663,2015-01-06,442156/15,413568,200,5,29.15,1166.0,Compra menor,0-6-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64764,2015-01-06,442202/15,37147,5120,640,68.288,546.304,Compra menor,0-18-1,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22
E64911,2015-01-06,442178/15,20701,600,300,792.0,1584.0,Concurso,0-13-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64983,2015-01-06,442238/15,157027.7,350,10,17.27,604.45,Compra menor,0-13-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65159,2015-01-06,442230/15,281 421,2000,1000,10.461204,20.922408,Compra menor,0-10-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E64543,2016-01-06,558445/16,403770,10,5,12.1,24.2,Compra menor,0-4-129,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64663,2016-01-06,559223/16,413568,70,5,29.15,408.1,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E65485,2016-01-06,559220/16,31150,400,5,8.250039,660.00312,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E65486,2016-01-06,559220/16,31100,800,10,6.677003,534.16024,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65894,2016-01-06,559420/16,157028.4,220,10,35.2,774.4,Compra menor,0-6-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E64663,2017-01-06,412026/17,413568,200,100,539.0055,1078.011,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64911,2017-01-06,412043/17,20701,300,300,792.0,792.0,Concurso,0-0-2,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64983,2017-01-06,412748/17,157027.7,250,10,17.259,431.475,Concurso,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65894,2017-01-06,412748/17,157028.4,200,10,35.189001,703.78002,Concurso,0-18-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E66071,2017-01-06,412023/17,420680,200,10,20.9,418.0,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E64543,2018-01-06,500871/18,403770,50,5,12.1,121.0,Compra menor,0-18-173,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64751,2018-01-06,500581/18,1624W,2000,400,44.0,220.0,Compra menor,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E66071,2018-01-06,500613/18,420680,200,10,20.9,418.0,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E99808,2018-01-06,499753/18,178567.1,20,10,62.7,125.4,Compra menor,0-6-76,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
B40558,2020-01-06,573270/20,400505,4,1,9.9,39.6,Compra menor,0-15-15,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
B40558,2020-01-06,574054/20,400505,8,1,9.9,79.2,Compra menor,0-17-162,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
F43580,2020-01-06,574119/20,409729,10,5,324.148,648.296,Compra menor,1-2-59,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
E64898,2020-01-06,573850/20,0037447,700,350,577.5,1155.0,Concurso,0-11-118,TRANSITO,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E66071,2020-01-06,573085/20,420680,160,10,20.9,334.4,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E78950,2020-01-06,571951/20,TR101,12,12,77.88,77.88,Compra menor,0-12-154,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
E64751,2021-01-06,545211/21,4628,1600,100,9.900001,158.400016,Concurso,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64751,2021-01-06,545213/21,4628,2000,2000,198.000012,198.000012,Concurso,0-0-2,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E65509,2021-01-06,539633/21,161445.2,80,80,429.44,429.44,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E70130,2021-01-06,539142/21,187662,100,50,119.9,239.8,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
E99807,2021-01-06,539641/21,178565.7,60,10,47.19,283.14,Concurso,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64543,2022-01-06,663580/22,403770,15,5,12.1,36.3,Compra menor,0-14-50,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
F43580,2022-01-06,660707/22,M8275051/5,5,5,412.5,412.5,Compra menor,0-10-155,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43580,2022-01-06,662037/22,M8275051/5,5,5,412.5,412.5,Compra menor,0-4-111,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32
F43585,2022-01-06,660707/22,M8275098/5,5,5,510.4,510.4,Compra menor,0-10-155,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
F50071,2022-01-06,660706/22,421554,5,5,114.95,114.95,Compra menor,0-10-155,TRANSITO,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26
E64983,2022-01-06,662444/22,157027.7,240,10,15.345,368.28,Concurso,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E64983,2022-01-06,661340/22,157027.7,500,10,15.345,767.25,Concurso,0-13-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E65056,2022-01-06,663385/22,33533,1008,3,0.989571,332.495856,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65894,2022-01-06,661344/22,157028.4,230,10,34.98,804.54,Concurso,0-10-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39
E99807,2022-01-06,663386/22,178565.7,100,10,47.19,471.9,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E99808,2022-01-06,663576/22,178567.1,30,10,62.595,187.785,Concurso,0-14-50,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3
F43585,2022-01-06,663495/22,M8275096/10,10,10,1126.4,1126.4,Compra menor,0-7-11,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35
F44200,2022-01-06,660706/22,421551,2,1,111.1022,222.2044,Compra menor,0-10-155,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40
E64751,2015-01-07,604005/15,1624W,3200,400,44.0,352.0,Compra menor,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24
E64911,2015-01-07,604247/15,20701,300,300,792.0,792.0,Concurso,0-10-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64911,2015-01-07,604244/15,20701,300,300,792.0,792.0,Concurso,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E64946,2015-01-07,604501/15,66800248,150,10,18.7,280.5,Concurso,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E64983,2015-01-07,604379/15,157027.7,480,10,17.27,828.96,Compra menor,0-13-1,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38
E66071,2015-01-07,604175/15,420680,150,10,20.9,313.5,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
B40558,2016-01-07,650868/16,400505,8,1,9.9,79.2,Compra menor,0-18-61,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64488,2016-01-07,650460/16,284300,200,50,441.639,1766.556,Compra menor,0-18-1,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64946,2016-01-07,650538/16,66800248,200,10,18.7,374.0,Compra menor,0-4-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65486,2016-01-07,650316/16,31100,650,10,6.677003,434.005195,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
B41691,2019-01-07,584979/19,400403,30,10,102.802,308.406,Compra menor,0-4-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
C26183,2019-01-07,586550/19,1494.00,350,350,169.4,169.4,Compra menor,0-0-2,ALMACENABLE,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30
E64488,2019-01-07,586300/19,284300,50,50,354.754125,354.754125,Concurso,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3
E64544,2019-01-07,585454/19,420621,180,10,42.9,772.2,Compra menor,0-10-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10
E64663,2019-01-07,585452/19,413568,100,100,539.0055,539.0055,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64898,2019-01-07,587203/19,0037447,700,350,577.5,1155.0,Concurso,0-11-118,TRANSITO,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21
E64946,2019-01-07,586408/19,66800248,240,60,99.0,396.0,Concurso,0-10-1,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8
E65159,2019-01-07,585931/19,281 421,4000,1000,10.461204,41.844816,Compra menor,0-18-1,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19
E65486,2019-01-07,585403/19,33110,680,10,5.3416,363.2288,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65509,2019-01-07,585969/19,161445.2,80,10,53.888999,431.111992,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E66071,2019-01-07,585451/19,420680,120,10,20.9,250.8,Compra menor,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E85769,2019-01-07,585396/19,33435,80,10,21.23,169.84,Compra menor,0-0-2,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13
E99807,2019-01-07,585970/19,178565.7,100,10,47.3,473.0,Compra menor,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6
E64932,2020-01-07,686958/20,39001,110,5,5.24537,115.39814,Compra menor,0-18-1,ALMACENABLE,HIDROGEL-37
E65485,2020-01-07,686922/20,33115,250,5,6.599996,329.9998,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3
E64761,2020-01-07,673989/20,507633,48,16,44.0,132.0,Compra menor,0-12-100,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2
E64911,2020-01-07,687935/20,20701,600,300,792.0,1584.0,Compra menor,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6
E65056,2020-01-07,686958/20,33533,219,3,1.28271,93.63783,Compra menor,0-18-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9
E65486,2020-01-07,686922/20,33110,610,10,5.3416,325.8376,Concurso,0-10-1,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6
E65509,2020-01-07,690714/20,161445.2,100,10,53.888999,538.88999,Compra menor,0-18-1,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E66071,2020-01-07,687555/20,420680,1000,10,20.9,2090.0,Compra menor,0-13-1,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12
E73753,2020-01-07,690617/20,MAP190,180,10,61.40211,1105.23798,Concurso,0-18-1,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4
E78950,2020-01-07,691990/20,TR101,12,12,77.88,77.88,Compra menor,0-18-62,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17
B41691,2021-01-07,665523/21,400403,70,10,107.25,750.75,Compra menor,0-18-1,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16
E64663,2021-01-07,665824/21,413568,200,100,527.9985,1055.997,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3
E64750,2021-01-07,666460/21,4630,650,50,13.749996,178.749948,Concurso,0-18-1,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20
E64932,2021-01-07,666457/21,7311,260,10,7.7055,200.343,Concurso,0-10-1,ALMACENABLE,HIDROGEL-37
E65509,2021-01-07,666334/21,161445.2,80,80,429.44,429.44,Concurso,0-0-2,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3
E70130,2021-01-07,665824/21,187662,100,50,119.9,239.8,Concurso,0-0-2,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7
F43325,2021-01-07,667241/21,409761,20,10,543.84,1087.68,Compra menor,0-11-113,TRANSITO,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34
B40558,2022-01-07,793558/22,400505,10,1,13.189,131.89,Compra menor,0-10-163,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15
E64543,2022-01-07,791728/22,403770,15,5,12.1,36.3,Compra menor,0-14-23,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2022-01-07,792765/22,403770,15,5,12.1,36.3,Compra menor,0-15-15,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2022-01-07,792528/22,403770,30,5,12.1,72.6,Compra menor,0-14-44,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2022-01-07,792517/22,403770,5,5,12.1,12.1,Compra menor,0-14-12,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
E64543,2022-01-07,792523/22,403770,15,5,12.1,36.3,Compra menor,0-14-50,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18
